Nom_arrond,Invent,no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Injections,x,y,longitude,latitude
Ahuntsic-Cartierville,R,10755,"De Saint-Réal, rue","Henri-Bourassa Ouest, boulevard / Voie latérale Nord","Poncet, rue",,FRAM,2016,290838.031,5044325.5,-73.678778,45.53870479
Ahuntsic-Cartierville,R,11625,"De Saint-Réal, rue","McDuff, rue","Dudemaine, rue",,FRAM,2016,290292.906,5044567.5,-73.68576527,45.54087125
Ahuntsic-Cartierville,R,11250,"De Saint-Réal, rue","Poncet, rue","McDuff, rue",,FRPE,2016,290525.406,5044444,-73.68278449,45.53976476
Ahuntsic-Cartierville,R,11420,"De Saint-Réal, rue","Poncet, rue","McDuff, rue",,FRAM,2016,290425.031,5044488.5,-73.68407108,45.54016312
Ahuntsic-Cartierville,R,11641,"De Saint-Réal, rue","McDuff, rue","Dudemaine, rue",,FRAM,2016,290253.844,5044585,-73.68626598,45.54102791
Ahuntsic-Cartierville,R,11660,"De Saint-Réal, rue","McDuff, rue","Dudemaine, rue",,FRAM,2016,290264.094,5044559.5,-73.68613397,45.54079866
Ahuntsic-Cartierville,R,11680,"De Saint-Réal, rue","McDuff, rue","Dudemaine, rue",,FRAM,2016,290233.75,5044572.5,-73.68652291,45.54091501
Ahuntsic-Cartierville,R,8741,"Saint-Urbain, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPESU,2016,293571.765,5044531.5,-73.64377837,45.54060787
Ahuntsic-Cartierville,R,8763,"Saint-Urbain, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRAM,2016,293538.275,5044545.5,-73.64420753,45.54073331
Ahuntsic-Cartierville,R,8845,"Saint-Urbain, rue","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293469.756,5044573.5,-73.64508557,45.54098415
Ahuntsic-Cartierville,R,10721,"Saint-Urbain, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRAMMA,2016,291336.313,5045476.5,-73.67242937,45.54907167
Ahuntsic-Cartierville,R,10845,"Saint-Urbain, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRAMMA,2016,291185.653,5045543.5,-73.67436073,45.54967163
Ahuntsic-Cartierville,R,10030,"Tolhurst, rue","Sauvé Ouest, rue","Fleury Ouest, rue",,FRAMMA,2016,291987.504,5044806,-73.66407205,45.54305058
Ahuntsic-Cartierville,R,10430,"Tolhurst, rue","Fleury Ouest, rue","Prieur Ouest, rue",,FRPE,2016,291584.13,5045006,-73.66924289,45.54484271
Ahuntsic-Cartierville,R,10495,"Tolhurst, rue","Fleury Ouest, rue","Prieur Ouest, rue",,FRPE,2016,291510.599,5045057,-73.67018591,45.54530022
Ahuntsic-Cartierville,R,10925,"Tolhurst, rue","Henri-Bourassa Ouest, boulevard","Dazé, rue",,FRAMAP,2016,291089.17,5045244,-73.675588,45.54697474
Ahuntsic-Cartierville,R,10145,"Verville, rue","Sauvé Ouest, rue","Fleury Ouest, rue",,FRPE,2016,291808.362,5044746,-73.66636448,45.54250736
Ahuntsic-Cartierville,R,10230,"Verville, rue","Sauvé Ouest, rue","Fleury Ouest, rue",,FRPE,2016,291722.723,5044764.5,-73.66746162,45.54267223
Ahuntsic-Cartierville,R,10395,"Verville, rue","Fleury Ouest, rue","Prieur Ouest, rue",,FRAMAP,2016,291563.182,5044882.5,-73.66950781,45.54373102
Ahuntsic-Cartierville,R,11055,"Verville, rue","Dazé, rue","McDuff, rue",,FRPE,2016,290928.331,5045163,-73.67764548,45.54624269
Ahuntsic-Cartierville,R,11245,"Verville, rue","Dazé, rue","McDuff, rue",,FRPE,2016,290870.688,5045189,-73.67838442,45.5464755
Ahuntsic-Cartierville,R,11180,"Verville, rue","Dazé, rue","McDuff, rue",,FRPE,2016,290869.717,5045170,-73.67839631,45.54630451
Ahuntsic-Cartierville,R,11150,"Verville, rue","Dazé, rue","McDuff, rue",,FRPE,2016,290880.113,5045165,-73.67826303,45.54625973
Ahuntsic-Cartierville,R,11050,"Verville, rue","Dazé, rue","McDuff, rue",,FRPE,2016,290927.908,5045144,-73.67765036,45.54607172
Ahuntsic-Cartierville,R,9929,"Waverly, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292159.344,5045028.5,-73.66187729,45.54505585
Ahuntsic-Cartierville,R,10065,"Waverly, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292075.188,5045066.5,-73.66295598,45.54539625
Ahuntsic-Cartierville,R,0,"Waverly, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292195.812,5044995,-73.66140942,45.54475506
Ahuntsic-Cartierville,R,10025,"Waverly, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292147.875,5045033.5,-73.66202429,45.54510063
Ahuntsic-Cartierville,R,9900,"Waverly, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292140.188,5045020,-73.66212238,45.54497901
Ahuntsic-Cartierville,R,10036,"Waverly, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292132.813,5045023,-73.6622169,45.54500587
Ahuntsic-Cartierville,R,10060,"Waverly, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292098.422,5045038.5,-73.66265772,45.54514472
Ahuntsic-Cartierville,R,10115,"Waverly, rue","Sauriol Ouest, rue","Fleury Ouest, rue",,FRPE,2016,292013.093,5045094.5,-73.66375191,45.54564707
Ahuntsic-Cartierville,R,10042,"Waverly, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292124.719,5045027,-73.66232066,45.54504172
Ahuntsic-Cartierville,R,10055,"Waverly, rue","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPE,2016,292118.764,5045047,-73.66239744,45.54522158
Ahuntsic-Cartierville,R,10135,"Waverly, rue","Sauriol Ouest, rue","Fleury Ouest, rue",,FRPE,2016,291996.307,5045100.5,-73.66396703,45.54570075
Ahuntsic-Cartierville,R,10320,"Waverly, rue","Fleury Ouest, rue","Prieur Ouest, rue",,FRPE,2016,291773.516,5045181.5,-73.66682229,45.54642548
Ahuntsic-Cartierville,R,10835,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291153.796,5045471,-73.6747667,45.54901863
Ahuntsic-Cartierville,R,10715,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291304.477,5045405,-73.67283512,45.54842768
Ahuntsic-Cartierville,R,10819,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291178.459,5045460.5,-73.67445055,45.54892463
Ahuntsic-Cartierville,R,10823,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291168.918,5045464,-73.67457284,45.54895594
Ahuntsic-Cartierville,R,10790,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291213.262,5045428,-73.67400393,45.54863286
Ahuntsic-Cartierville,R,10840,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291150.219,5045455.5,-73.67481208,45.54887909
Ahuntsic-Cartierville,R,10858,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291137.384,5045460.5,-73.67497659,45.54892382
Ahuntsic-Cartierville,R,10870,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291121.587,5045467.5,-73.6751791,45.5489865
Ahuntsic-Cartierville,R,10870,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291113.262,5045471,-73.67528581,45.54901783
Ahuntsic-Cartierville,R,10820,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291174.782,5045444,-73.67449718,45.54877609
Ahuntsic-Cartierville,R,10906,"Waverly, rue","Henri-Bourassa Ouest, boulevard","Gouin Ouest, boulevard",,FRPE,2016,291074,5045489,-73.67578915,45.54917903
Ahuntsic-Cartierville,R,12038,"O'Brien, boulevard","De Salaberry, rue","Forbes, rue",,FRPE,2016,288556.031,5043689.5,-73.70797692,45.5329324
Ahuntsic-Cartierville,R,12200,"O'Brien, boulevard","Forbes, rue","Gouin Ouest, boulevard",,FRPE,2016,288294.375,5043925,-73.7113349,45.53504535
Ahuntsic-Cartierville,R,1255,"Louvain Est, rue de","De Bretonvilliers, avenue","Antoine-Déat, rue",,FRPESU,2016,293488.7506,5046776.01,-73.64489326,45.56080336
Ahuntsic-Cartierville,R,1255,"Louvain Est, rue de","De Bretonvilliers, avenue","Antoine-Déat, rue",,FRPESU,2016,293499.3296,5046793.144,-73.64475814,45.56095771
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPESU,2016,292580.02,5045980.5,-73.65651387,45.55362976
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPESU,2016,292567.431,5045986,-73.65667525,45.55367903
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPESU,2016,292563.096,5045987.5,-73.65673081,45.55369245
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPESU,2016,292532.971,5046000.5,-73.65711698,45.5538089
Ahuntsic-Cartierville,R,9921,"Millen, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPESU,2016,292526.124,5046004,-73.65720476,45.55384027
Ahuntsic-Cartierville,R,11783,"Poincaré, rue","Jean-Tournois, rue","Edmond-Valade, rue",,FRPESU,2016,290222.337,5044839,-73.68667699,45.54331282
Ahuntsic-Cartierville,R,9535,"Saint-Denis, rue","Louvain Est, rue de",Limite,,FRPESU,2016,292886.25,5045499,-73.65257996,45.54930237
Ahuntsic-Cartierville,R,9545,"Saint-Denis, rue","Louvain Est, rue de",Limite,,FRPESU,2016,292869.75,5045505.5,-73.65279143,45.54936058
Ahuntsic-Cartierville,R,12230,"Wood, avenue","Maple, rue","Jean-Bourdon, avenue",,FRPE,2016,285325.659,5041150.004,-73.74923516,45.50999842
Ahuntsic-Cartierville,R,12230,"Wood, avenue","Maple, rue","Jean-Bourdon, avenue",,FRPE,2016,285318.338,5041155.588,-73.74932908,45.51004846
Ahuntsic-Cartierville,R,12206,"Green Lane, rue","Hervé, rue","Jean-Bourdon, avenue",,FRPE,2016,285252.826,5041108.011,-73.75016561,45.50961852
Ahuntsic-Cartierville,R,12206,"Green Lane, rue","Hervé, rue","Jean-Bourdon, avenue",,FRAM,2016,285248.546,5041110.461,-73.75022048,45.50964044
Ahuntsic-Cartierville,R,12206,"Green Lane, rue","Hervé, rue","Jean-Bourdon, avenue",,FRAM,2016,285248.531,5041111,-73.75022069,45.50964529
Ahuntsic-Cartierville,R,12208,"Green Lane, rue","Hervé, rue","Jean-Bourdon, avenue",,FRAM,2016,285244.51,5041117.706,-73.75027242,45.50970552
Ahuntsic-Cartierville,R,12200,"Green Lane, rue","Hervé, rue","Jean-Bourdon, avenue",,FRPE,2016,285302.449,5041063.017,-73.74952875,45.50921503
Ahuntsic-Cartierville,R,12202,"Green Lane, rue","Hervé, rue","Jean-Bourdon, avenue",,FRPE,2016,285289.247,5041077.143,-73.74969826,45.50934178
Ahuntsic-Cartierville,R,12210,"Green Lane, rue","Hervé, rue","Jean-Bourdon, avenue",,FRPE,2016,285204.869,5041151.395,-73.75078109,45.51000755
Ahuntsic-Cartierville,R,8585,"Joseph-Quintal, rue","Jacques-Casault, rue","Henri-Gauthier, rue",,FRAM,2016,294730.4958,5046010.562,-73.62897121,45.55393468
Ahuntsic-Cartierville,R,8850,"Lajeunesse, rue","Saint-Arsène, rue","Émile-Journault, avenue",,FRPEPA,2016,293788.625,5045269.5,-73.64101807,45.54725211
Ahuntsic-Cartierville,R,8850,"Basile-Routhier, rue","Saint-Arsène, rue","Émile-Journault, avenue",,FRPESU,2016,293817.25,5045327.5,-73.64065279,45.54777446
Ahuntsic-Cartierville,R,0,"Grenet, rue","Michel-Sarrazin, rue","De Salaberry, rue",,FRPEPA,2016,288185.688,5043095.384,-73.71269836,45.52757761
Ahuntsic-Cartierville,R,10595,"Laverdure, rue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRAMMA,2016,291644.409,5045766,-73.66849139,45.55168257
Ahuntsic-Cartierville,R,10659,"Papineau, avenue","Struan, rue","Henri-Bourassa Est, boulevard",,FRPE,2016,292468.209,5047828.968,-73.65799256,45.57026086
Ahuntsic-Cartierville,R,10659,"Papineau, avenue","Struan, rue","Henri-Bourassa Est, boulevard",,FRPESU,2016,292460.403,5047834.062,-73.65809269,45.57030656
Ahuntsic-Cartierville,R,445,"Sauriol Est, rue","Saint-Denis, rue","Berri, rue",,FRPESU,2016,292349.001,5045764,-73.65946725,45.55167753
Ahuntsic-Cartierville,R,1125,"Jacques-Casault, rue","Christophe-Colomb, avenue","Pierre-Dupaigne, rue",,FRPESU,2016,294673.563,5045824.5,-73.62969656,45.55225961
Ahuntsic-Cartierville,R,8716,"Saint-Hubert, rue","Crémazie Est, boulevard / Voie Nord","Marcel-Cadieux, rue",,FRPESU,2016,294164.333,5045501.441,-73.63621159,45.54934503
Ahuntsic-Cartierville,R,8834,"Saint-Hubert, rue","Marcel-Cadieux, rue","Émile-Journault, avenue",,FRPESU,2016,293969.219,5045580,-73.63871216,45.55004892
Ahuntsic-Cartierville,R,1757,"Fleury Est, rue","Fabre, rue","Marquette, rue",,FRPESU,2016,292785.261,5047507.5,-73.65392266,45.56737374
Ahuntsic-Cartierville,R,10193,"Basile-Routhier, rue","Sauriol Est, rue","Fleury Est, rue",,FRPESU,2016,292282.108,5045999,-73.66033,45.55379093
Ahuntsic-Cartierville,R,10295,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPESU,2016,292577.393,5046893.862,-73.65657034,45.56184843
Ahuntsic-Cartierville,R,10540,"De Martigny, rue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRPESU,2016,292853.438,5048291.5,-73.6530684,45.57442958
Ahuntsic-Cartierville,R,0,"Gouin Ouest, boulevard","Esplanade, avenue de l'","Meunier, rue",,FRAM,2016,290922.414,5045469.756,-73.67772996,45.54900286
Ahuntsic-Cartierville,R,204,"Gouin Ouest, boulevard","Esplanade, avenue de l'","Meunier, rue",,FRAM,2016,290906.307,5045454.069,-73.67793579,45.54886139
Ahuntsic-Cartierville,R,11789,"De Saint-Réal, rue","Dudemaine, rue","De Salaberry, rue / Haut niveau Sud",,FRPESU,2016,290125.5,5044642,-73.68791115,45.54153812
Ahuntsic-Cartierville,R,108,"Gouin Ouest, boulevard","Saint-Urbain, rue","Waverly, rue",,FRAM,2016,291035.059,5045570,-73.67629014,45.54990713
Ahuntsic-Cartierville,R,10000,"Saint-Laurent, boulevard","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPESU,2016,292204.416,5045279,-73.66130654,45.54731074
Ahuntsic-Cartierville,R,10000,"Saint-Laurent, boulevard","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPESU,2016,292197.586,5045281.5,-73.66139407,45.54733312
Ahuntsic-Cartierville,R,1300,"Louvain Est, rue de","De Bretonvilliers, avenue","Antoine-Déat, rue",,FRPE,2016,293506.307,5046738.5,-73.6446675,45.56046612
Ahuntsic-Cartierville,R,9194,"Papineau, avenue / Voie latérale Ouest","Legendre Est, rue","Lecocq, avenue",,FRPESU,2016,294028.969,5046822,-73.63797428,45.56122576
Ahuntsic-Cartierville,R,10295,"Olympia, boulevard","Sauriol Est, rue","Fleury Est, rue",,FRPESU,2016,292566.357,5046898.203,-73.65671182,45.56188729
Ahuntsic-Cartierville,R,10245,"Christophe-Colomb, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPESU,2016,292580.171,5046799.5,-73.6565324,45.56099938
Ahuntsic-Cartierville,R,10573,"Lille, rue de","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRPESU,2016,292913.475,5048453,-73.65230309,45.57588383
Ahuntsic-Cartierville,R,10404,"Saint-Laurent, boulevard","Mongeau, rue","Prieur Ouest, rue",,FRAM,2016,291794.456,5045457.5,-73.66656146,45.54890941
Ahuntsic-Cartierville,R,10446,"Saint-Laurent, boulevard","Mongeau, rue","Prieur Ouest, rue",,FRAM,2016,291739.775,5045481,-73.66726238,45.54911985
Ahuntsic-Cartierville,R,10085,"Saint-Laurent, boulevard","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPESU,2016,292146.548,5045330,-73.66204895,45.54776861
Ahuntsic-Cartierville,R,10085,"Saint-Laurent, boulevard","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRPESU,2016,292136.962,5045334,-73.66217182,45.54780443
Ahuntsic-Cartierville,R,10151,"Saint-Laurent, boulevard","Sauriol Ouest, rue","Fleury Ouest, rue",,FRPESU,2016,292091.137,5045354,-73.6627592,45.54798356
Ahuntsic-Cartierville,R,9930,"Saint-Laurent, boulevard","Sauvé Ouest, rue","Sauriol Ouest, rue",,FRAM,2016,292272.732,5045249,-73.66043088,45.54704203
Ahuntsic-Cartierville,R,0,"Saint-Laurent, boulevard","Sauriol Ouest, rue","Fleury Ouest, rue",,FRPESU,2016,292093.688,5045328,-73.66272586,45.54774965
Ahuntsic-Cartierville,R,0,"Saint-Laurent, boulevard","Sauriol Ouest, rue","Fleury Ouest, rue",,FRPESU,2016,292087.179,5045331,-73.66280929,45.54777653
Ahuntsic-Cartierville,R,0,"Saint-Laurent, boulevard","Sauriol Ouest, rue","Fleury Ouest, rue",,FRPEPA,2016,292080.338,5045334,-73.66289698,45.5478034
Ahuntsic-Cartierville,R,1200,"Fleury Est, rue","De La Roche, rue","Chambord, rue",,FRAMMA,2016,292430.91,5046596.5,-73.65843925,45.55917008
Ahuntsic-Cartierville,R,1354,"Fleury Est, rue","Sacré-Coeur, avenue du","Christophe-Colomb, avenue",,FRPESU,2016,292494.233,5046750,-73.65763199,45.56055245
Ahuntsic-Cartierville,R,0,"Legendre Est, rue","Saint-Laurent, boulevard","Henri-Julien, avenue",,FRAMMA,2016,293300.563,5044965,-73.6472613,45.54450423
Ahuntsic-Cartierville,R,0,"Legendre Est, rue","Saint-Laurent, boulevard","Henri-Julien, avenue",,FRAMMA,2016,293305.969,5044978.5,-73.64719239,45.54462579
Ahuntsic-Cartierville,R,0,"Legendre Est, rue","Saint-Laurent, boulevard","Henri-Julien, avenue",,FRAMMA,2016,293311.656,5044992.5,-73.64711989,45.54475186
Ahuntsic-Cartierville,R,0,"Legendre Est, rue","Saint-Laurent, boulevard","Henri-Julien, avenue",,FRAMMA,2016,293319.094,5045010.5,-73.64702506,45.54491396
Ahuntsic-Cartierville,R,0,"Legendre Est, rue","Saint-Laurent, boulevard","Henri-Julien, avenue",,FRPEPA,2016,293321.531,5045016.5,-73.64699399,45.54496799
Ahuntsic-Cartierville,R,0,"Legendre Est, rue","Saint-Laurent, boulevard","Henri-Julien, avenue",,FRAMMA,2016,293324.875,5045025,-73.64695137,45.54504453
Ahuntsic-Cartierville,R,0,"Legendre Est, rue","Saint-Laurent, boulevard","Henri-Julien, avenue",,FRAMMA,2016,293327.75,5045032.5,-73.64691473,45.54511206
Ahuntsic-Cartierville,R,10207,"Christophe-Colomb, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPESU,2016,292618.947,5046783.5,-73.65603529,45.56085608
Ahuntsic-Cartierville,R,0,"Grenet, rue",Limite d'arrondissement,"Ranger, rue",,FRPESU,2016,288574,5042714.5,-73.70771456,45.52415944
Ahuntsic-Cartierville,R,0,"Grenet, rue",Limite d'arrondissement,"Ranger, rue",,FRPESU,2016,288545.281,5042741.5,-73.70808309,45.52440173
Ahuntsic-Cartierville,R,0,"Alice-Nolin, rue",Limite,"Elzéar-Soucy, rue",,FRPESU,2016,291773.996,5043940.686,-73.66678312,45.53526023
Ahuntsic-Cartierville,R,2100,"Alice-Nolin, rue","Elzéar-Soucy, rue","Maurice-Lebel, rue",,FRPESU,2016,291758.969,5043727.5,-73.66696985,45.53334163
Ahuntsic-Cartierville,R,11915,"Dulongpré, rue","Lachapelle, rue",Limite,,FRPEPA,2016,288242.604,5042926.862,-73.71196402,45.52606255
Ahuntsic-Cartierville,R,2215,"Henri-Bourassa Est, boulevard","Parthenais, rue","De Martigny, rue",,FRPE,2016,292625.875,5048373,-73.65598613,45.57515899
Ahuntsic-Cartierville,R,10500,"D'Iberville, rue","Prieur Est, rue","Henri-Bourassa Est, boulevard",,FRPE,2016,293024.488,5048558.748,-73.65088323,45.57683727
Ahuntsic-Cartierville,R,10465,"D'Iberville, rue","Fleury Est, rue","Prieur Est, rue",,FRPE,2016,293106.845,5048530.659,-73.64982729,45.5765859
Ahuntsic-Cartierville,R,11915,"Dulongpré, rue","Lachapelle, rue",Limite,,FRPESU,2016,288237.582,5042931.399,-73.71202846,45.52610326
Ahuntsic-Cartierville,R,0,"Caroline-Béique, rue","Olivier-Berthelet, rue","Michelle-Le Normand, rue",,FRPESU,2016,291418.385,5043729.108,-73.67133052,45.53334964
Ahuntsic-Cartierville,R,0,"Maurice-Lebel, rue","Robertine-Barry, rue","Alice-Nolin, rue",,FRPESU,2016,291689.084,5043932.957,-73.66787011,45.53518909
Ahuntsic-Cartierville,R,1745,"Henri-Bourassa Est, boulevard","Jésuites, rue des","Lambert, rue",,FRAMMA,2016,292364.872,5047709,-73.65931343,45.56917952
Ahuntsic-Cartierville,R,9767,"Saint-Laurent, boulevard","Port-Royal Ouest, rue de","Sauvé Ouest, rue",,FRPEPA,2016,292406.095,5045216.549,-73.65872215,45.54675241
Ahuntsic-Cartierville,R,9855,"Curotte, avenue","Sauvé Est, rue","Francheville, rue",,FRPESU,2016,293033.8834,5046878.791,-73.6507224,45.56172067
Ahuntsic-Cartierville,R,1755,"Francheville, rue","Garnier, rue","Sauvé Est, rue",,FRPESU,2016,293162.4262,5047285.075,-73.64908546,45.5653787
Ahuntsic-Cartierville,R,1743,"Pothier, avenue","Garnier, rue","Prieur Est, rue",,FRPESU,2016,292631.899,5047546,-73.65588836,45.56771751
Ahuntsic-Cartierville,R,10787,"Clark, rue","Lighthall, rue","Gouin Ouest, boulevard",,FRAMKL,2016,291281.137,5045582.5,-73.67313893,45.55002442
Ahuntsic-Cartierville,R,9845,"Papineau, avenue","Sauvé Est, rue","Sauriol Est, rue",,FRPESU,2016,293263.844,5047347,-73.6477877,45.56593761
Ahuntsic-Cartierville,R,1460,"Louvain Est, rue de","Antoine-Déat, rue","Papineau, avenue / Voie latérale Ouest",,FRPE,2016,293641.94,5046997,-73.642936,45.56279437
Ahuntsic-Cartierville,R,1137,"Jacques-Casault, rue","Christophe-Colomb, avenue","Pierre-Dupaigne, rue",,FRPE,2016,294688.688,5045834.5,-73.62950305,45.55234981
Ahuntsic-Cartierville,R,8825,"Reims, rue de","Crémazie Est, boulevard / Voie Nord","De Beauharnois Ouest, rue",,FRPE,2016,293487.852,5044495.094,-73.64485204,45.54027892
Ahuntsic-Cartierville,R,0,"Sainte-Odile, rue","Guertin, rue","Dépatie, rue",,FRPE,2016,288709.791,5043871,-73.70601425,45.53456916
Ahuntsic-Cartierville,R,0,"De Bretonvilliers, avenue","De Galinée, avenue","Chabanel Est, rue",,FRPE,2016,293694.663,5046687.246,-73.64225358,45.56000795
Ahuntsic-Cartierville,R,0,"Merritt, avenue","Sauriol Est, rue","Fleury Est, rue",,FRPEPA,2016,293245.334,5047870,-73.64803718,45.57064341
Ahuntsic-Cartierville,R,0,"Chabanel Est, rue","De Galinée, avenue","De Bretonvilliers, avenue",,FRPE,2016,293708.5,5046565.5,-73.64207358,45.55891266
Ahuntsic-Cartierville,R,0,"Chabanel Est, rue","De Galinée, avenue","De Bretonvilliers, avenue",,FRPE,2016,293712.563,5046571,-73.64202166,45.55896222
Ahuntsic-Cartierville,R,0,"Chabanel Est, rue","De Galinée, avenue","De Bretonvilliers, avenue",,FRPE,2016,293715.75,5046575,-73.64198093,45.55899826
Ahuntsic-Cartierville,R,0,"Chabanel Est, rue","De Galinée, avenue","De Bretonvilliers, avenue",,FRPE,2016,293723.75,5046585,-73.64187868,45.55908837
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Saint-Hubert, rue","Olivier-Maurault, avenue",,FRPE,2016,293153.094,5045997.5,-73.64917435,45.55379255
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Saint-Hubert, rue","Olivier-Maurault, avenue",,FRAM,2016,293191.531,5046077.5,-73.64868395,45.55451306
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Saint-Hubert, rue","Olivier-Maurault, avenue",,FRPE,2016,293229.6923,5046162.002,-73.64819717,45.55527407
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Saint-Hubert, rue","Olivier-Maurault, avenue",,FRPE,2016,293244.1629,5046190.414,-73.6480125,45.55552997
Ahuntsic-Cartierville,R,0,"Durham, avenue","Fleury Est, rue",Limite,,FRPEPA,2016,292231.521,5046203.5,-73.66098317,45.55563018
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Olivier-Maurault, avenue","Christophe-Colomb, avenue",,FRPE,2016,293331.146,5046387,-73.64690299,45.55730035
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Olivier-Maurault, avenue","Christophe-Colomb, avenue",,FRPE,2016,293343.343,5046417,-73.64674746,45.5575705
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Olivier-Maurault, avenue","Christophe-Colomb, avenue",,FRPE,2016,293348.869,5046428.5,-73.64667695,45.55767407
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Olivier-Maurault, avenue","Christophe-Colomb, avenue",,FRPE,2016,293352.681,5046435.5,-73.64662829,45.55773712
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Christophe-Colomb, avenue","De Bretonvilliers, avenue",,FRAM,2016,293379.169,5046496.5,-73.64629043,45.55828645
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Christophe-Colomb, avenue","De Bretonvilliers, avenue",,FRPE,2016,293393.462,5046528,-73.64610808,45.55857014
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Christophe-Colomb, avenue","De Bretonvilliers, avenue",,FRPEPA,2016,293418.046,5046581.5,-73.64579443,45.55905195
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Christophe-Colomb, avenue","De Bretonvilliers, avenue",,FRAM,2016,293425.288,5046596,-73.645702,45.55918254
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Christophe-Colomb, avenue","De Bretonvilliers, avenue",,FRAM,2016,293432.91,5046613,-73.64560477,45.55933564
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","De Bretonvilliers, avenue","Antoine-Déat, rue",,FRPE,2016,293467.481,5046691.5,-73.64516375,45.56004257
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","De Bretonvilliers, avenue","Antoine-Déat, rue",,FRPE,2016,293496.414,5046755,-73.64479461,45.56061443
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","De Bretonvilliers, avenue","Antoine-Déat, rue",,FRPE,2016,293507.24,5046775.5,-73.6446564,45.56079907
Ahuntsic-Cartierville,R,0,"Louvain Est, rue de","Antoine-Déat, rue","André-Grasset, avenue",,FRPESU,2016,293531.319,5046826,-73.64434912,45.56125388
